jest1, j_std1, jest2, j_std2, jest3 ,j_std3, jest4, j_std4
0.10022,0.0099823,0.0099408,0.0030703,0.010302,0.0032404,0.0005994,0.00030731
0.099253,0.0092631,0.0098927,0.0030565,0.010391,0.0031346,0.00058877,0.0003001
0.10007,0.0098792,0.010087,0.0029193,0.010518,0.0032938,0.0005992,0.00030141
0.099572,0.0096555,0.010067,0.0030788,0.010464,0.0032409,0.0005996,0.0003279
0.099888,0.0096562,0.010048,0.003053,0.010306,0.0032194,0.000606,0.00032691
0.10017,0.00978,0.0099191,0.0029753,0.010493,0.00316,0.0005964,0.00030577
0.099761,0.0095824,0.01017,0.0030223,0.010589,0.0032084,0.00061477,0.00034087
0.10031,0.0097095,0.0099123,0.0029933,0.010492,0.0032639,0.00058824,0.00029574
0.10004,0.0097336,0.010181,0.0029539,0.010453,0.003304,0.00059661,0.00032013
0.10017,0.0094331,0.0099333,0.0030185,0.010248,0.0031792,0.00060697,0.00033003
0.10032,0.0093743,0.010037,0.0030953,0.010466,0.0032279,0.00060437,0.00033922
0.10025,0.0094106,0.010053,0.0029722,0.010528,0.0031774,0.00060278,0.00034064
0.1003,0.0095984,0.0099325,0.0030288,0.010457,0.0031597,0.00058829,0.00029503
0.10021,0.0094444,0.0099455,0.0029851,0.010509,0.003074,0.00058969,0.00030072
0.10019,0.0095182,0.0098733,0.003138,0.010537,0.003177,0.00059109,0.00031261
0.10003,0.0098664,0.0099377,0.0029787,0.010567,0.0032891,0.00059149,0.00030081
0.099789,0.0095207,0.0099585,0.0030832,0.010535,0.003124,0.00058399,0.00030104
0.10016,0.009614,0.0099427,0.0030289,0.01033,0.0032514,0.0006002,0.00032508
0.10003,0.009456,0.0099832,0.0029615,0.010538,0.0031827,0.00059172,0.00031202
0.10021,0.0096477,0.0099133,0.0029986,0.010572,0.0033114,0.00057833,0.0003013
0.10029,0.0094012,0.0099498,0.0032103,0.010325,0.003089,0.00058366,0.000296
0.099812,0.0095645,0.010018,0.0030266,0.010345,0.0033123,0.00058309,0.00029571
0.10008,0.0097602,0.009999,0.0029353,0.010345,0.0031948,0.00059234,0.00030513
0.10008,0.0091085,0.0099696,0.0030957,0.010377,0.0031831,0.00057802,0.00028973
0.10021,0.0097002,0.010094,0.0030487,0.010541,0.0031614,0.0005598,0.00026312
0.10026,0.0095188,0.0099598,0.0029676,0.010339,0.003096,0.00057786,0.00028384
0.099913,0.0098543,0.010032,0.0030759,0.010499,0.0032253,0.00060665,0.00033285
0.099915,0.0098848,0.010057,0.0031331,0.010494,0.0031879,0.00057967,0.0002907
0.099359,0.0096374,0.010047,0.0030787,0.010439,0.0031561,0.00058008,0.00030768
0.10072,0.0096176,0.010061,0.0030513,0.010391,0.0031626,0.00061073,0.00033262
0.10009,0.0097723,0.010041,0.0030844,0.01049,0.0030836,0.00058382,0.00031021
0.099332,0.0097989,0.010014,0.0030193,0.010516,0.0032397,0.00059786,0.00031867
0.099927,0.0098254,0.0098677,0.0031276,0.010437,0.0031378,0.00057101,0.00028778
0.10008,0.0099119,0.010175,0.0029818,0.010407,0.0031254,0.00057823,0.00030743
0.099841,0.0093847,0.009965,0.0030607,0.010492,0.0031055,0.00059223,0.00031008
0.099771,0.0093571,0.010155,0.0029987,0.010408,0.0031546,0.00058293,0.00031114
0.10015,0.0093577,0.010057,0.0029265,0.010606,0.0030901,0.00057946,0.00030718
0.099897,0.0096714,0.0099506,0.0029205,0.010444,0.0031438,0.00059439,0.0003313
0.099187,0.0090672,0.0098453,0.0029079,0.01029,0.0030755,0.00058897,0.00031669
0.099271,0.009491,0.010035,0.0029611,0.010389,0.003089,0.00056329,0.00028367
0.099732,0.0098619,0.010035,0.003059,0.010508,0.0030989,0.00056757,0.00027698
0.10012,0.0096085,0.010055,0.0030125,0.010414,0.0031231,0.00059691,0.00034089
0.099334,0.0097977,0.01003,0.002864,0.010409,0.0030006,0.00056455,0.00027703
0.099946,0.0095242,0.010066,0.0029987,0.010258,0.0030731,0.0005794,0.00030693
0.10028,0.0096604,0.0099952,0.0029464,0.010561,0.0032738,0.00057019,0.00028917
0.099786,0.0092674,0.010086,0.0030225,0.010577,0.0030951,0.00056868,0.00028758
0.10004,0.0094055,0.0099789,0.0030235,0.010421,0.0031584,0.00057102,0.00030054
0.10024,0.0095064,0.0099358,0.0029364,0.010445,0.0031326,0.00058006,0.00030931
0.10007,0.0095669,0.010073,0.0030229,0.010372,0.003176,0.00058238,0.00030955
0.10016,0.009148,0.010039,0.003012,0.010541,0.0030562,0.00056555,0.00029153
0.10059,0.0095016,0.010042,0.0030704,0.010354,0.0030463,0.00056788,0.00028239
0.099588,0.0099589,0.0098863,0.0029701,0.010511,0.0032615,0.00058835,0.00033452
0.10017,0.009455,0.0099313,0.0028884,0.010411,0.0032633,0.00057538,0.00029946
0.1004,0.0095908,0.0099514,0.0030695,0.010534,0.0031126,0.00056721,0.00028925
0.099592,0.0094305,0.0099943,0.0028942,0.010343,0.0031037,0.00056762,0.0002871
